,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
19900453,19900453,2021-08-18 22:48:42.452183+00:00,x,y,2021-08-29 05:00:00+00:00,2021-08-29 06:55:00+00:00,beta,True,20.0,0,b-1,19900453,7250.0
11680262,11680262,2021-06-28 16:46:16.906112+00:00,x,y,2021-07-25 10:00:00+00:00,2021-07-25 12:00:00+00:00,alpha,True,15.0,1,a-7,11680262,9497.0
5407377,5407377,2021-04-24 08:01:59.928927+00:00,x,y,2021-05-31 11:00:00+00:00,2021-05-31 12:55:00+00:00,beta,True,20.0,0,b-69,5407377,6765.0
12852448,12852448,2021-07-05 05:21:59.416630+00:00,x,y,2021-07-05 14:00:00+00:00,2021-07-05 16:00:00+00:00,gamma,True,20.0,2,c-4,12852448,14130.0
19124521,19124521,2021-08-14 18:09:41.793629+00:00,x,y,2021-08-26 14:00:00+00:00,2021-08-26 15:55:00+00:00,beta,True,40.0,0,b-9,19124521,13330.0
19174606,19174606,2021-08-15 03:34:39.454197+00:00,x,y,2021-08-24 07:00:00+00:00,2021-08-24 09:00:00+00:00,alpha,True,20.0,1,a-5,19174606,10545.0
25415,25415,2021-01-01 05:08:43.138137+00:00,x,y,2021-01-01 11:00:00+00:00,2021-01-01 12:55:00+00:00,beta,False,40.0,0,b-69,25415,13097.0
18731439,18731439,2021-08-12 17:42:59.807929+00:00,x,y,2021-09-10 14:00:00+00:00,2021-09-10 15:55:00+00:00,beta,True,20.0,0,b-9,18731439,6590.0
1545693,1545693,2021-02-11 15:48:47.642109+00:00,x,y,2021-02-15 05:15:00+00:00,2021-02-15 07:25:00+00:00,alpha,True,15.0,1,a-1,1545693,8739.0
20740689,20740689,2021-08-24 08:42:02.486296+00:00,x,y,2021-09-01 07:00:00+00:00,2021-09-01 09:00:00+00:00,alpha,True,20.0,1,a-5,20740689,8381.0
996706,996706,2021-01-28 21:58:41.652943+00:00,x,y,2021-02-07 05:15:00+00:00,2021-02-07 07:25:00+00:00,alpha,True,0.0,0,a-1,996706,8739.0
1202060,1202060,2021-02-02 21:31:29.928245+00:00,x,y,2021-02-22 14:00:00+00:00,2021-02-22 15:55:00+00:00,beta,True,35.0,0,b-9,1202060,9543.0
1435899,1435899,2021-02-08 19:37:32.368398+00:00,x,y,2021-02-14 13:00:00+00:00,2021-02-14 15:00:00+00:00,alpha,True,0.0,0,a-5,1435899,8739.0
17575610,17575610,2021-08-07 15:27:32.163093+00:00,x,y,2021-10-31 11:00:00+00:00,2021-10-31 12:55:00+00:00,beta,True,40.0,0,b-69,17575610,8380.0
18185280,18185280,2021-08-10 11:59:53.080597+00:00,x,y,2021-08-22 17:05:00+00:00,2021-08-22 19:05:00+00:00,omega,True,20.0,1,d-5,18185280,17900.0
17419463,17419463,2021-08-06 17:31:54.414418+00:00,x,y,2021-08-21 17:05:00+00:00,2021-08-21 19:05:00+00:00,omega,True,20.0,1,d-5,17419463,10100.0
9784833,9784833,2021-06-14 05:27:02.248195+00:00,x,y,2021-07-12 04:00:00+00:00,2021-07-12 06:00:00+00:00,alpha,True,15.0,1,a-1,9784833,6531.0
52438,52438,2021-01-01 20:10:22.159666+00:00,x,y,2021-01-09 13:00:00+00:00,2021-01-09 15:00:00+00:00,alpha,True,0.0,0,a-5,52438,8739.0
2862901,2862901,2021-03-08 19:09:18.747598+00:00,x,y,2021-06-16 08:00:00+00:00,2021-06-16 09:55:00+00:00,beta,True,20.0,0,b-67,2862901,11326.0
9214967,9214967,2021-06-09 14:43:32.480929+00:00,x,y,2021-06-12 10:00:00+00:00,2021-06-12 12:00:00+00:00,alpha,True,35.0,1,a-7,9214967,11282.0
13483531,13483531,2021-07-08 11:47:26.761970+00:00,x,y,2021-07-29 04:00:00+00:00,2021-07-29 06:00:00+00:00,alpha,True,15.0,1,a-1,13483531,9045.0
13357433,13357433,2021-07-07 16:23:27.071319+00:00,x,y,2021-07-22 17:00:00+00:00,2021-07-22 18:59:00+00:00,gamma,True,20.0,1,c-6,13357433,10285.0
17762166,17762166,2021-08-08 14:12:00.426875+00:00,x,y,2021-08-10 07:00:00+00:00,2021-08-10 09:00:00+00:00,alpha,True,15.0,1,a-5,17762166,9045.0
21144782,21144782,2021-08-27 00:39:47.658890+00:00,x,y,2021-09-03 05:30:00+00:00,2021-09-03 07:30:00+00:00,gamma,True,20.0,1,c-2,21144782,7245.0
14504897,14504897,2021-07-15 04:48:48.051802+00:00,x,y,2021-08-05 13:00:00+00:00,2021-08-05 15:00:00+00:00,alpha,True,35.0,1,a-9,14504897,10545.0
6270983,6270983,2021-05-06 06:41:46.546447+00:00,x,y,2021-05-16 15:30:00+00:00,2021-05-16 17:30:00+00:00,alpha,True,35.0,1,a-7,6270983,13697.0
10299097,10299097,2021-06-18 08:01:38.828873+00:00,x,y,2021-06-30 14:00:00+00:00,2021-06-30 15:55:00+00:00,beta,True,20.0,0,b-9,10299097,6355.0
14883753,14883753,2021-07-17 19:16:26.407102+00:00,x,y,2021-08-13 10:00:00+00:00,2021-08-13 12:00:00+00:00,gamma,True,20.0,1,c-2,14883753,12560.0
3780130,3780130,2021-03-24 16:16:22.641296+00:00,x,y,2021-03-28 13:30:00+00:00,2021-03-28 15:30:00+00:00,alpha,True,35.0,1,a-5,3780130,10799.0
13367120,13367120,2021-07-07 17:18:45.381354+00:00,x,y,2021-07-25 04:00:00+00:00,2021-07-25 06:00:00+00:00,alpha,True,15.0,1,a-1,13367120,14945.0
2408075,2408075,2021-03-01 14:43:05.018182+00:00,x,y,2021-04-03 16:00:00+00:00,2021-04-03 18:00:00+00:00,alpha,True,35.0,1,a-7,2408075,9235.0
9955594,9955594,2021-06-15 08:56:29.605798+00:00,x,y,2021-07-17 10:00:00+00:00,2021-07-17 12:00:00+00:00,alpha,True,35.0,1,a-7,9955594,7150.0
6874626,6874626,2021-05-15 19:38:03.776244+00:00,x,y,2021-05-16 13:00:00+00:00,2021-05-16 15:00:00+00:00,alpha,True,35.0,1,a-5,6874626,6995.0
15762867,15762867,2021-07-24 19:42:11.829189+00:00,x,y,2021-07-27 16:00:00+00:00,2021-07-27 18:00:00+00:00,alpha,True,15.0,1,a-23,15762867,10205.0
5765796,5765796,2021-04-28 23:13:39.814725+00:00,x,y,2021-05-06 17:00:00+00:00,2021-05-06 18:59:00+00:00,gamma,True,20.0,1,c-6,5765796,7390.0
5585259,5585259,2021-04-26 11:14:51.533758+00:00,x,y,2021-05-05 05:00:00+00:00,2021-05-05 07:00:00+00:00,alpha,True,35.0,1,a-1,5585259,6495.0
11827597,11827597,2021-06-29 13:56:54.944871+00:00,x,y,2021-08-22 17:30:00+00:00,2021-08-22 19:30:00+00:00,gamma,True,20.0,2,c-6,11827597,8765.0
18747102,18747102,2021-08-12 19:01:38.768291+00:00,x,y,2021-08-24 10:00:00+00:00,2021-08-24 12:00:00+00:00,gamma,True,20.0,2,c-2,18747102,9750.0
9543641,9543641,2021-06-12 12:09:50.390491+00:00,x,y,2021-07-11 14:00:00+00:00,2021-07-11 16:00:00+00:00,gamma,True,20.0,2,c-4,9543641,7900.0
1423643,1423643,2021-02-08 14:17:42.981345+00:00,x,y,2021-02-09 17:00:00+00:00,2021-02-09 18:59:00+00:00,gamma,True,32.0,1,c-6,1423643,9150.0
19728969,19728969,2021-08-18 04:12:01.809264+00:00,x,y,2021-08-18 16:00:00+00:00,2021-08-18 18:00:00+00:00,alpha,True,15.0,1,a-23,19728969,11245.0
7500421,7500421,2021-05-22 17:06:19.026265+00:00,x,y,2021-05-28 13:00:00+00:00,2021-05-28 15:00:00+00:00,alpha,True,15.0,1,a-5,7500421,7520.0
11437271,11437271,2021-06-27 06:43:43.688291+00:00,x,y,2021-07-01 16:00:00+00:00,2021-07-01 18:00:00+00:00,alpha,True,35.0,1,a-23,11437271,7900.0
18024863,18024863,2021-08-09 18:13:43.557964+00:00,x,y,2021-08-20 10:00:00+00:00,2021-08-20 12:00:00+00:00,alpha,True,20.0,1,a-7,18024863,10545.0
4666035,4666035,2021-04-16 21:17:51.317212+00:00,x,y,2021-04-25 11:00:00+00:00,2021-04-25 13:00:00+00:00,gamma,True,20.0,1,c-4,4666035,7640.0
11683493,11683493,2021-06-28 17:05:24.340520+00:00,x,y,2021-07-13 16:00:00+00:00,2021-07-13 18:00:00+00:00,alpha,True,15.0,1,a-23,11683493,9497.0
4556396,4556396,2021-04-13 05:39:13.456764+00:00,x,y,2021-05-24 11:00:00+00:00,2021-05-24 12:55:00+00:00,beta,True,20.0,0,b-69,4556396,7883.0
12886225,12886225,2021-07-05 08:35:40.273085+00:00,x,y,2021-07-25 13:00:00+00:00,2021-07-25 15:00:00+00:00,alpha,True,15.0,1,a-9,12886225,17445.0
3796134,3796134,2021-03-25 01:21:48.662215+00:00,x,y,2021-04-05 11:00:00+00:00,2021-04-05 12:55:00+00:00,beta,True,20.0,0,b-69,3796134,8978.0
16408969,16408969,2021-07-29 12:37:19.463584+00:00,x,y,2021-08-04 07:00:00+00:00,2021-08-04 09:00:00+00:00,alpha,True,35.0,1,a-5,16408969,10545.0
11088480,11088480,2021-06-24 15:03:08.481597+00:00,x,y,2021-07-18 17:00:00+00:00,2021-07-18 18:59:00+00:00,gamma,True,20.0,2,c-6,11088480,9525.0
5100067,5100067,2021-04-21 07:32:02.736518+00:00,x,y,2021-06-06 17:00:00+00:00,2021-06-06 18:59:00+00:00,gamma,True,20.0,1,c-6,5100067,8650.0
15731516,15731516,2021-07-24 15:36:19.121445+00:00,x,y,2021-08-04 04:00:00+00:00,2021-08-04 06:00:00+00:00,alpha,True,35.0,1,a-1,15731516,10545.0
5243284,5243284,2021-04-22 14:17:48.008059+00:00,x,y,2021-05-27 17:00:00+00:00,2021-05-27 18:59:00+00:00,gamma,True,20.0,2,c-6,5243284,9145.0
15551781,15551781,2021-07-23 09:23:52.088003+00:00,x,y,2021-08-04 11:00:00+00:00,2021-08-04 12:55:00+00:00,beta,True,40.0,0,b-69,15551781,8260.0
14426224,14426224,2021-07-14 13:23:38.205585+00:00,x,y,2021-07-17 10:00:00+00:00,2021-07-17 12:00:00+00:00,gamma,True,20.0,2,c-2,14426224,15065.0
7161248,7161248,2021-05-19 05:45:05.497332+00:00,x,y,2021-05-30 13:00:00+00:00,2021-05-30 15:00:00+00:00,alpha,True,35.0,1,a-5,7161248,7124.0
17383170,17383170,2021-08-06 13:44:16.269860+00:00,x,y,2021-08-15 07:00:00+00:00,2021-08-15 09:00:00+00:00,alpha,True,20.0,1,a-5,17383170,8381.0
9294946,9294946,2021-06-10 10:48:56.070807+00:00,x,y,2021-06-14 16:00:00+00:00,2021-06-14 18:00:00+00:00,alpha,True,35.0,1,a-23,9294946,10006.0
12533896,12533896,2021-07-03 12:04:13.682795+00:00,x,y,2021-07-22 14:00:00+00:00,2021-07-22 16:00:00+00:00,gamma,True,20.0,1,c-4,12533896,8750.0
19473965,19473965,2021-08-16 16:40:50.170179+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,gamma,True,20.0,2,c-2,19473965,19105.0
3935066,3935066,2021-03-27 17:10:19.341864+00:00,x,y,2021-04-10 05:00:00+00:00,2021-04-10 07:00:00+00:00,gamma,True,20.0,1,c-2,3935066,9800.0
17765239,17765239,2021-08-08 14:32:13.466282+00:00,x,y,2021-08-16 17:00:00+00:00,2021-08-16 18:59:00+00:00,gamma,True,20.0,2,c-6,17765239,9750.0
1764004,1764004,2021-02-16 11:17:57.289737+00:00,x,y,2021-02-17 05:00:00+00:00,2021-02-17 07:00:00+00:00,gamma,True,20.0,1,c-2,1764004,12500.0
3682790,3682790,2021-03-22 13:30:48.695305+00:00,x,y,2021-04-16 13:30:00+00:00,2021-04-16 15:30:00+00:00,alpha,True,35.0,1,a-5,3682790,10799.0
14041639,14041639,2021-07-12 03:10:35.248683+00:00,x,y,2021-07-22 07:00:00+00:00,2021-07-22 09:00:00+00:00,alpha,True,15.0,1,a-5,14041639,9045.0
5913003,5913003,2021-05-01 03:48:39.809921+00:00,x,y,2021-05-02 13:30:00+00:00,2021-05-02 15:30:00+00:00,alpha,True,35.0,1,a-5,5913003,6995.0
1930565,1930565,2021-02-20 07:52:34.532853+00:00,x,y,2021-02-24 14:00:00+00:00,2021-02-24 15:55:00+00:00,beta,True,20.0,0,b-9,1930565,11504.0
16768776,16768776,2021-08-01 13:59:18.948602+00:00,x,y,2021-12-04 13:00:00+00:00,2021-12-04 15:00:00+00:00,alpha,True,35.0,1,a-9,16768776,10545.0
19549374,19549374,2021-08-17 04:59:17.118812+00:00,x,y,2021-08-21 07:00:00+00:00,2021-08-21 09:00:00+00:00,alpha,True,15.0,1,a-5,19549374,18945.0
2116789,2116789,2021-02-24 17:29:02.147748+00:00,x,y,2021-03-01 14:00:00+00:00,2021-03-01 15:55:00+00:00,beta,True,20.0,0,b-9,2116789,11483.0
6145465,6145465,2021-05-04 11:15:37.016384+00:00,x,y,2021-05-17 05:00:00+00:00,2021-05-17 07:00:00+00:00,gamma,True,20.0,2,c-2,6145465,8390.0
13046442,13046442,2021-07-06 04:27:55.569352+00:00,x,y,2021-07-16 11:00:00+00:00,2021-07-16 12:55:00+00:00,beta,True,40.0,0,b-69,13046442,12860.0
10699928,10699928,2021-06-21 14:23:00.193925+00:00,x,y,2021-06-30 16:00:00+00:00,2021-06-30 18:00:00+00:00,alpha,True,15.0,1,a-23,10699928,6850.0
13623455,13623455,2021-07-09 09:53:44.127987+00:00,x,y,2021-07-31 07:00:00+00:00,2021-07-31 09:00:00+00:00,alpha,True,15.0,1,a-5,13623455,11245.0
19440588,19440588,2021-08-16 13:14:01.196238+00:00,x,y,2021-08-19 07:00:00+00:00,2021-08-19 09:00:00+00:00,alpha,True,20.0,1,a-5,19440588,12645.0
10308205,10308205,2021-06-18 09:38:36.223870+00:00,x,y,2021-06-23 13:00:00+00:00,2021-06-23 15:00:00+00:00,alpha,True,15.0,1,a-9,10308205,6531.0
11792340,11792340,2021-06-29 10:17:14.052687+00:00,x,y,2021-06-30 10:00:00+00:00,2021-06-30 12:00:00+00:00,alpha,True,35.0,1,a-7,11792340,13277.0
11693432,11693432,2021-06-28 17:57:14.037203+00:00,x,y,2021-07-13 07:00:00+00:00,2021-07-13 09:00:00+00:00,alpha,True,35.0,1,a-5,11693432,7900.0
11024518,11024518,2021-06-24 06:37:31.885772+00:00,x,y,2021-07-17 04:00:00+00:00,2021-07-17 06:00:00+00:00,alpha,True,15.0,1,a-1,11024518,9497.0
15238085,15238085,2021-07-20 16:51:13.522594+00:00,x,y,2021-08-02 16:00:00+00:00,2021-08-02 18:00:00+00:00,alpha,True,15.0,1,a-23,15238085,11245.0
7983809,7983809,2021-05-28 21:43:19.400605+00:00,x,y,2021-06-21 05:00:00+00:00,2021-06-21 07:00:00+00:00,gamma,True,20.0,1,c-2,7983809,10425.0
16768713,16768713,2021-08-01 13:58:49.773932+00:00,x,y,2021-08-02 13:00:00+00:00,2021-08-02 15:00:00+00:00,alpha,True,35.0,1,a-9,16768713,10545.0
14742057,14742057,2021-07-16 17:53:45.477605+00:00,x,y,2021-07-24 14:00:00+00:00,2021-07-24 15:55:00+00:00,beta,True,40.0,0,b-9,14742057,17630.0
797254,797254,2021-01-23 16:59:39.501895+00:00,x,y,2021-02-12 16:00:00+00:00,2021-02-12 17:55:00+00:00,beta,True,20.0,0,b-19,797254,8707.0
16260159,16260159,2021-07-28 08:38:18.827563+00:00,x,y,2021-08-15 17:00:00+00:00,2021-08-15 18:59:00+00:00,gamma,True,20.0,1,c-6,16260159,7765.0
16146967,16146967,2021-07-27 11:42:48.689676+00:00,x,y,2021-08-08 14:00:00+00:00,2021-08-08 16:00:00+00:00,gamma,True,20.0,2,c-4,16146967,11285.0
5421071,5421071,2021-04-24 10:50:53.111474+00:00,x,y,2021-05-16 05:00:00+00:00,2021-05-16 06:55:00+00:00,beta,True,40.0,0,b-1,5421071,9674.0
16402620,16402620,2021-07-29 11:42:06.229650+00:00,x,y,2021-07-30 16:00:00+00:00,2021-07-30 18:00:00+00:00,alpha,True,35.0,1,a-23,16402620,12645.0
2039068,2039068,2021-02-22 21:46:45.698784+00:00,x,y,2021-03-12 05:15:00+00:00,2021-03-12 07:25:00+00:00,alpha,True,35.0,1,a-1,2039068,12500.0
19197867,19197867,2021-08-15 07:22:47.183116+00:00,x,y,2021-09-02 13:00:00+00:00,2021-09-02 15:00:00+00:00,alpha,True,15.0,1,a-9,19197867,6810.0
14370987,14370987,2021-07-14 06:57:26.394091+00:00,x,y,2021-08-04 07:00:00+00:00,2021-08-04 09:00:00+00:00,alpha,True,15.0,1,a-5,14370987,12945.0
8521142,8521142,2021-06-02 17:50:29.476069+00:00,x,y,2021-06-05 16:00:00+00:00,2021-06-05 18:00:00+00:00,alpha,True,15.0,1,a-23,8521142,9403.0
13889988,13889988,2021-07-11 04:23:38.379641+00:00,x,y,2021-07-20 09:45:00+00:00,2021-07-20 11:45:00+00:00,gamma,True,20.0,2,c-2,13889988,8765.0
19077877,19077877,2021-08-14 13:24:52.568723+00:00,x,y,2021-08-18 16:00:00+00:00,2021-08-18 18:00:00+00:00,alpha,True,20.0,1,a-23,19077877,10545.0
15232072,15232072,2021-07-20 15:46:52.419249+00:00,x,y,2021-08-03 10:00:00+00:00,2021-08-03 12:00:00+00:00,alpha,True,35.0,1,a-7,15232072,10545.0
19689745,19689745,2021-08-17 19:16:47.465207+00:00,x,y,2021-09-03 07:00:00+00:00,2021-09-03 09:00:00+00:00,alpha,True,20.0,1,a-5,19689745,8381.0
6478065,6478065,2021-05-09 11:10:21.378062+00:00,x,y,2021-05-10 17:00:00+00:00,2021-05-10 18:59:00+00:00,gamma,True,20.0,1,c-6,6478065,7390.0
21723746,21723746,2021-08-31 14:57:53.627213+00:00,x,y,2021-09-25 04:00:00+00:00,2021-09-25 06:00:00+00:00,alpha,True,20.0,1,a-1,21723746,8381.0
14979901,14979901,2021-07-18 15:19:16.297537+00:00,x,y,2021-08-09 14:00:00+00:00,2021-08-09 16:00:00+00:00,gamma,True,20.0,1,c-4,14979901,12560.0
7535975,7535975,2021-05-23 06:15:03.828752+00:00,x,y,2021-05-28 05:00:00+00:00,2021-05-28 07:00:00+00:00,alpha,True,15.0,1,a-1,7535975,7124.0
17376127,17376127,2021-08-06 12:47:28.105692+00:00,x,y,2021-08-06 14:00:00+00:00,2021-08-06 15:55:00+00:00,beta,True,40.0,0,b-9,17376127,20330.0
21293682,21293682,2021-08-28 05:44:40.090996+00:00,x,y,2021-08-31 13:00:00+00:00,2021-08-31 15:00:00+00:00,alpha,True,20.0,1,a-9,21293682,10545.0
2315492,2315492,2021-02-28 10:07:10.365101+00:00,x,y,2021-03-07 14:00:00+00:00,2021-03-07 15:55:00+00:00,beta,True,20.0,0,b-9,2315492,6944.0
4978153,4978153,2021-04-20 10:13:07.669018+00:00,x,y,2021-05-04 13:30:00+00:00,2021-05-04 15:30:00+00:00,alpha,True,35.0,1,a-5,4978153,8290.0
11658420,11658420,2021-06-28 14:26:41.467307+00:00,x,y,2021-07-09 14:00:00+00:00,2021-07-09 15:55:00+00:00,beta,True,20.0,0,b-9,11658420,7222.0
16725401,16725401,2021-08-01 06:57:21.727722+00:00,x,y,2021-08-28 10:00:00+00:00,2021-08-28 12:00:00+00:00,gamma,True,20.0,2,c-2,16725401,8765.0
18274173,18274173,2021-08-10 18:34:26.262490+00:00,x,y,2021-08-29 14:00:00+00:00,2021-08-29 16:00:00+00:00,gamma,True,20.0,1,c-4,18274173,6870.0
18770449,18770449,2021-08-12 21:44:32.454625+00:00,x,y,2021-09-01 07:00:00+00:00,2021-09-01 09:00:00+00:00,alpha,True,20.0,1,a-5,18770449,7524.0
17763352,17763352,2021-08-08 14:18:20.931268+00:00,x,y,2021-08-14 14:00:00+00:00,2021-08-14 16:00:00+00:00,gamma,True,20.0,1,c-4,17763352,6870.0
17523674,17523674,2021-08-07 10:18:06.582145+00:00,x,y,2021-08-09 10:00:00+00:00,2021-08-09 12:00:00+00:00,gamma,True,20.0,1,c-2,17523674,12050.0
7384346,7384346,2021-05-21 11:46:49.876321+00:00,x,y,2021-05-23 05:00:00+00:00,2021-05-23 06:55:00+00:00,beta,True,40.0,0,b-1,7384346,10283.0
1679421,1679421,2021-02-14 16:20:57.257247+00:00,x,y,2021-02-15 05:00:00+00:00,2021-02-15 07:00:00+00:00,gamma,True,32.0,1,c-2,1679421,12500.0
8571903,8571903,2021-06-03 08:29:22.320195+00:00,x,y,2021-06-15 07:01:00+00:00,2021-06-15 09:00:00+00:00,alpha,True,15.0,1,a-5,8571903,9403.0
4409675,4409675,2021-04-08 16:07:47.903863+00:00,x,y,2021-04-13 17:00:00+00:00,2021-04-13 18:59:00+00:00,gamma,True,20.0,1,c-6,4409675,8395.0
15172797,15172797,2021-07-20 07:03:53.214974+00:00,x,y,2021-07-25 10:00:00+00:00,2021-07-25 12:00:00+00:00,alpha,True,35.0,1,a-7,15172797,22445.0
15631198,15631198,2021-07-23 18:42:33.731983+00:00,x,y,2021-08-21 17:00:00+00:00,2021-08-21 18:59:00+00:00,gamma,True,20.0,2,c-6,15631198,10280.0
9643425,9643425,2021-06-13 06:49:55.928953+00:00,x,y,2021-06-19 16:00:00+00:00,2021-06-19 18:00:00+00:00,alpha,True,15.0,1,a-23,9643425,7150.0
15351354,15351354,2021-07-21 20:31:57.921611+00:00,x,y,2021-07-30 05:00:00+00:00,2021-07-30 07:00:00+00:00,alpha,True,35.0,1,a-1,15351354,12645.0
6606320,6606320,2021-05-11 07:35:28.022884+00:00,x,y,2021-05-30 11:00:00+00:00,2021-05-30 12:55:00+00:00,beta,True,20.0,0,b-69,6606320,6723.0
6067575,6067575,2021-05-03 09:40:47.320756+00:00,x,y,2021-05-22 17:00:00+00:00,2021-05-22 18:59:00+00:00,gamma,True,20.0,1,c-6,6067575,8650.0
19703817,19703817,2021-08-17 20:54:36.987508+00:00,x,y,2021-09-06 14:00:00+00:00,2021-09-06 16:00:00+00:00,gamma,True,20.0,2,c-4,19703817,8500.0
11798387,11798387,2021-06-29 10:54:05.266823+00:00,x,y,2021-07-04 07:00:00+00:00,2021-07-04 09:00:00+00:00,alpha,True,35.0,1,a-5,11798387,13277.0
16506365,16506365,2021-07-30 09:03:20.754852+00:00,x,y,2021-08-15 10:00:00+00:00,2021-08-15 12:00:00+00:00,gamma,True,20.0,1,c-2,16506365,7765.0
20091498,20091498,2021-08-20 04:32:31.909182+00:00,x,y,2021-10-24 14:00:00+00:00,2021-10-24 16:00:00+00:00,gamma,True,20.0,1,c-4,20091498,6870.0
4648706,4648706,2021-04-16 11:00:52.177113+00:00,x,y,2021-04-25 11:00:00+00:00,2021-04-25 13:00:00+00:00,gamma,True,20.0,1,c-4,4648706,7640.0
18260950,18260950,2021-08-10 17:54:30.092604+00:00,x,y,2021-09-01 17:00:00+00:00,2021-09-01 18:59:00+00:00,gamma,True,20.0,2,c-6,18260950,13560.0
17931924,17931924,2021-08-09 11:16:09.924804+00:00,x,y,2021-08-24 16:00:00+00:00,2021-08-24 18:00:00+00:00,alpha,True,20.0,1,a-23,17931924,8381.0
19921404,19921404,2021-08-19 04:52:20.779630+00:00,x,y,2021-08-24 16:00:00+00:00,2021-08-24 18:00:00+00:00,alpha,True,15.0,1,a-23,19921404,11245.0
1825400,1825400,2021-02-17 15:59:41.319390+00:00,x,y,2021-03-08 13:30:00+00:00,2021-03-08 15:40:00+00:00,alpha,True,35.0,1,a-5,1825400,12500.0
6152044,6152044,2021-05-04 13:09:38.428972+00:00,x,y,2021-05-08 13:30:00+00:00,2021-05-08 15:30:00+00:00,alpha,True,15.0,1,a-5,6152044,6495.0
8503061,8503061,2021-06-02 14:57:56.403359+00:00,x,y,2021-07-25 11:00:00+00:00,2021-07-25 13:00:00+00:00,gamma,True,20.0,1,c-4,8503061,10900.0
20862081,20862081,2021-08-25 04:18:26.722434+00:00,x,y,2021-09-01 11:00:00+00:00,2021-09-01 12:55:00+00:00,beta,True,40.0,0,b-69,20862081,9370.0
6554207,6554207,2021-05-10 11:54:28.880143+00:00,x,y,2021-05-20 05:00:00+00:00,2021-05-20 07:00:00+00:00,alpha,True,15.0,1,a-1,6554207,6495.0
9661941,9661941,2021-06-13 09:02:24.539002+00:00,x,y,2021-06-29 04:00:00+00:00,2021-06-29 06:00:00+00:00,alpha,True,35.0,1,a-1,9661941,7124.0
5546297,5546297,2021-04-25 22:47:05.890961+00:00,x,y,2021-04-30 17:00:00+00:00,2021-04-30 18:59:00+00:00,gamma,True,20.0,2,c-6,5546297,8390.0
2502946,2502946,2021-03-02 23:02:17.117277+00:00,x,y,2021-04-01 05:00:00+00:00,2021-04-01 06:55:00+00:00,beta,True,20.0,0,b-1,2502946,11441.0
12613056,12613056,2021-07-03 19:46:06.666643+00:00,x,y,2021-08-22 17:00:00+00:00,2021-08-22 18:59:00+00:00,gamma,True,20.0,1,c-6,12613056,10285.0
14734927,14734927,2021-07-16 16:50:39.433392+00:00,x,y,2021-07-25 17:00:00+00:00,2021-07-25 18:59:00+00:00,gamma,True,20.0,1,c-6,14734927,22130.0
2501030,2501030,2021-03-02 20:39:53.513849+00:00,x,y,2021-03-31 05:00:00+00:00,2021-03-31 07:00:00+00:00,alpha,True,15.0,1,a-1,2501030,7502.0
5177626,5177626,2021-04-21 23:03:59.297425+00:00,x,y,2021-04-24 17:00:00+00:00,2021-04-24 18:59:00+00:00,gamma,True,20.0,1,c-6,5177626,7390.0
15702508,15702508,2021-07-24 10:50:28.877768+00:00,x,y,2021-08-09 10:00:00+00:00,2021-08-09 12:00:00+00:00,gamma,True,20.0,2,c-2,15702508,10280.0
21731332,21731332,2021-08-31 15:54:53.206849+00:00,x,y,2021-11-09 11:00:00+00:00,2021-11-09 12:55:00+00:00,beta,True,40.0,0,b-69,21731332,7330.0
13174632,13174632,2021-07-06 17:03:55.467346+00:00,x,y,2021-07-19 17:00:00+00:00,2021-07-19 18:59:00+00:00,gamma,True,20.0,2,c-6,13174632,11900.0
10996527,10996527,2021-06-23 21:04:28.663887+00:00,x,y,2021-07-06 14:00:00+00:00,2021-07-06 16:00:00+00:00,gamma,True,20.0,1,c-4,10996527,6900.0
417618,417618,2021-01-12 16:31:41.765198+00:00,x,y,2021-01-15 05:15:00+00:00,2021-01-15 07:25:00+00:00,alpha,True,20.0,1,a-1,417618,10227.0
964416,964416,2021-01-28 07:13:31.276333+00:00,x,y,2021-02-21 05:00:00+00:00,2021-02-21 07:00:00+00:00,gamma,True,32.0,1,c-2,964416,9405.0
7147264,7147264,2021-05-18 20:02:22.693936+00:00,x,y,2021-05-21 11:00:00+00:00,2021-05-21 12:55:00+00:00,beta,True,20.0,0,b-69,7147264,6744.0
11755824,11755824,2021-06-29 06:45:22.904090+00:00,x,y,2021-06-29 14:00:00+00:00,2021-06-29 15:55:00+00:00,beta,True,40.0,0,b-9,11755824,19474.0
15430338,15430338,2021-07-22 13:00:56.723232+00:00,x,y,2021-07-25 17:00:00+00:00,2021-07-25 18:59:00+00:00,gamma,True,20.0,2,c-6,15430338,21365.0
10272330,10272330,2021-06-17 23:11:41.154355+00:00,x,y,2021-06-28 14:00:00+00:00,2021-06-28 16:00:00+00:00,gamma,True,20.0,2,c-4,10272330,7620.0
21619877,21619877,2021-08-30 18:39:23.944133+00:00,x,y,2021-08-31 16:00:00+00:00,2021-08-31 18:00:00+00:00,alpha,True,20.0,1,a-23,21619877,10545.0
11882881,11882881,2021-06-29 20:03:28.364937+00:00,x,y,2021-07-24 14:45:00+00:00,2021-07-24 16:45:00+00:00,gamma,True,20.0,1,c-4,11882881,8750.0
